,Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,market_value_in_eur,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW
995,2013.0,2002.0,25.0,21.0,1888.0,21.0,6.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,4.6,4.6,4.6,9.2,64.0,171.0,92.0,0.29,0.0,0.29,0.29,0.29,0.22,0.22,0.44,0.22,0.44,100000000.0,100000000.0,0.0,0.0,1.0,0.0
996,2014.0,1987.0,33.0,15.0,1730.0,19.2,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,3.3,3.3,2.4,5.7,58.0,48.0,129.0,0.21,0.1,0.31,0.21,0.31,0.17,0.13,0.3,0.17,0.3,200000.0,1600000.0,0.0,1.0,0.0,0.0
997,2014.0,1987.0,33.0,15.0,1730.0,19.2,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,3.3,3.3,2.4,5.7,58.0,48.0,129.0,0.21,0.1,0.31,0.21,0.31,0.17,0.13,0.3,0.17,0.3,20000000.0,20000000.0,0.0,1.0,0.0,0.0
998,2014.0,1987.0,33.0,15.0,1730.0,19.2,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,3.3,3.3,2.4,5.7,58.0,48.0,129.0,0.21,0.1,0.31,0.21,0.31,0.17,0.13,0.3,0.17,0.3,2500000.0,30000000.0,1.0,0.0,0.0,0.0
1000,2019.0,2001.0,15.0,4.0,423.0,4.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.5,1.9,3.0,6.0,39.0,0.43,0.0,0.43,0.43,0.43,0.3,0.11,0.41,0.3,0.41,4000000.0,8000000.0,0.0,0.0,0.0,1.0
1001,2020.0,1996.0,29.0,28.0,2389.0,26.5,4.0,5.0,9.0,2.0,2.0,3.0,4.0,0.0,7.3,4.9,6.3,11.2,56.0,98.0,103.0,0.15,0.19,0.34,0.08,0.26,0.27,0.24,0.51,0.19,0.42,35000000.0,45000000.0,0.0,0.0,0.0,1.0
1002,2024.0,2001.0,3.0,0.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,7000000.0,0.0,0.0,1.0,0.0
1003,2029.0,2003.0,4.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.14,0.09,0.14,9000000.0,10000000.0,0.0,0.0,1.0,0.0
1005,2031.0,1990.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1200000.0,0.0,0.0,0.0,1.0
1007,2033.0,1996.0,33.0,33.0,2692.0,29.9,4.0,6.0,10.0,3.0,1.0,1.0,8.0,0.0,7.3,6.5,5.2,11.7,53.0,121.0,133.0,0.13,0.2,0.33,0.1,0.3,0.24,0.17,0.42,0.22,0.39,16000000.0,20000000.0,1.0,0.0,0.0,0.0
1008,2036.0,1996.0,21.0,15.0,1181.0,13.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,1.5,2.8,19.0,30.0,92.0,0.15,0.08,0.23,0.15,0.23,0.1,0.12,0.21,0.1,0.21,2500000.0,3500000.0,1.0,0.0,0.0,0.0
1009,2039.0,1993.0,8.0,3.0,382.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.5,2.6,17.0,20.0,43.0,0.0,0.24,0.24,0.0,0.24,0.27,0.35,0.62,0.27,0.62,6000000.0,30000000.0,0.0,0.0,1.0,0.0
1010,2040.0,1993.0,14.0,12.0,977.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.9,2.9,1.3,4.2,30.0,21.0,74.0,0.09,0.09,0.18,0.09,0.18,0.27,0.12,0.39,0.27,0.39,6000000.0,30000000.0,0.0,0.0,1.0,0.0
1011,2041.0,1998.0,30.0,18.0,1694.0,18.8,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,1.5,3.7,70.0,54.0,142.0,0.11,0.21,0.32,0.11,0.32,0.12,0.08,0.2,0.12,0.2,5000000.0,10000000.0,0.0,1.0,0.0,0.0
1013,2043.0,1997.0,31.0,25.0,2106.0,23.4,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,2.1,2.1,2.0,4.1,50.0,127.0,68.0,0.04,0.09,0.13,0.04,0.13,0.09,0.08,0.18,0.09,0.18,4500000.0,4500000.0,0.0,1.0,0.0,0.0
1014,2044.0,1988.0,14.0,5.0,628.0,7.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,0.6,2.5,8.0,14.0,24.0,0.43,0.0,0.43,0.43,0.43,0.28,0.08,0.36,0.28,0.36,2000000.0,17000000.0,0.0,1.0,0.0,0.0
1015,2052.0,1996.0,33.0,14.0,1274.0,14.2,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,2.9,2.1,1.9,4.0,48.0,60.0,72.0,0.21,0.07,0.28,0.14,0.21,0.2,0.14,0.34,0.15,0.28,1200000.0,1300000.0,1.0,0.0,0.0,0.0
1016,2054.0,2003.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,1.0,0.0
1017,2056.0,1995.0,27.0,16.0,1418.0,15.8,2.0,5.0,7.0,1.0,1.0,1.0,2.0,0.0,4.8,4.0,4.3,8.3,21.0,31.0,119.0,0.13,0.32,0.44,0.06,0.38,0.3,0.27,0.58,0.25,0.53,10000000.0,20000000.0,0.0,0.0,0.0,1.0
1018,2057.0,1988.0,26.0,0.0,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.28,0.28,0.28,1500000.0,12000000.0,0.0,0.0,1.0,0.0
1019,2058.0,2000.0,7.0,0.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,600000.0,600000.0,0.0,0.0,1.0,0.0
1020,2061.0,1996.0,18.0,6.0,688.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6,1.6,1.0,2.6,9.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,0.21,0.13,0.34,0.21,0.34,2000000.0,2800000.0,0.0,1.0,0.0,0.0
1021,2062.0,1994.0,3.0,1.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,2000000.0,20000000.0,0.0,0.0,1.0,0.0
1022,2063.0,1994.0,12.0,3.0,359.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.2,2.0,3.0,5.0,22.0,0.25,0.0,0.25,0.25,0.25,0.46,0.04,0.5,0.46,0.5,2000000.0,20000000.0,1.0,0.0,0.0,0.0
1023,2064.0,1995.0,8.0,0.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.12,0.09,0.12,35000000.0,50000000.0,0.0,0.0,1.0,0.0
1025,2067.0,2001.0,7.0,2.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.08,0.27,0.19,0.27,3500000.0,4000000.0,0.0,1.0,0.0,0.0
1026,2068.0,2001.0,9.0,4.0,376.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,5.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.18,0.17,0.18,3500000.0,4000000.0,0.0,0.0,1.0,0.0
1027,2069.0,1997.0,30.0,27.0,2213.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.5,1.5,1.1,2.5,13.0,99.0,54.0,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,3800000.0,3800000.0,1.0,0.0,0.0,0.0
1028,2074.0,1999.0,28.0,22.0,1914.0,21.3,5.0,0.0,5.0,4.0,1.0,1.0,3.0,1.0,6.1,5.3,1.4,6.7,16.0,23.0,145.0,0.24,0.0,0.24,0.19,0.19,0.29,0.06,0.35,0.25,0.31,17000000.0,20000000.0,0.0,1.0,0.0,0.0
1031,2080.0,1995.0,15.0,5.0,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.1,20.0,18.0,33.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.2,0.12,0.2,2200000.0,18000000.0,0.0,0.0,0.0,1.0
1032,2081.0,1991.0,30.0,20.0,1863.0,20.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.7,2.7,1.4,4.2,27.0,64.0,91.0,0.05,0.05,0.1,0.05,0.1,0.13,0.07,0.2,0.13,0.2,3000000.0,4000000.0,0.0,1.0,0.0,0.0
1033,2082.0,2000.0,29.0,22.0,1916.0,21.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.3,4.7,76.0,43.0,179.0,0.0,0.23,0.23,0.0,0.23,0.11,0.11,0.22,0.11,0.22,5000000.0,6000000.0,0.0,0.0,1.0,0.0
1034,2085.0,1999.0,15.0,8.0,754.0,8.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.2,1.2,0.2,1.4,8.0,32.0,20.0,0.24,0.0,0.24,0.24,0.24,0.15,0.02,0.17,0.15,0.17,15000000.0,18000000.0,0.0,0.0,1.0,0.0
1035,2086.0,1995.0,30.0,19.0,1672.0,18.6,6.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,3.6,3.6,2.4,6.0,42.0,89.0,142.0,0.32,0.0,0.32,0.32,0.32,0.2,0.13,0.32,0.2,0.32,20000000.0,25000000.0,0.0,0.0,1.0,0.0
1036,2088.0,1994.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,2600000.0,1.0,0.0,0.0,0.0
1037,2089.0,1993.0,25.0,14.0,1129.0,12.5,3.0,3.0,6.0,1.0,2.0,3.0,1.0,0.0,4.0,1.6,3.5,5.2,76.0,67.0,131.0,0.24,0.24,0.48,0.08,0.32,0.32,0.28,0.6,0.13,0.41,20000000.0,30000000.0,0.0,1.0,0.0,0.0
1038,2090.0,1991.0,16.0,4.0,499.0,5.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.9,2.2,2.0,8.0,30.0,0.18,0.54,0.72,0.18,0.72,0.23,0.16,0.39,0.23,0.39,1700000.0,2250000.0,0.0,1.0,0.0,0.0
1039,2091.0,1997.0,31.0,8.0,1096.0,12.2,4.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,3.1,3.1,0.6,3.7,10.0,19.0,49.0,0.33,0.0,0.33,0.33,0.33,0.25,0.05,0.3,0.25,0.3,3000000.0,7000000.0,0.0,1.0,0.0,0.0
1040,2092.0,2000.0,30.0,20.0,1647.0,18.3,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,3.0,4.8,51.0,99.0,101.0,0.05,0.22,0.27,0.05,0.27,0.1,0.16,0.26,0.1,0.26,2500000.0,2500000.0,0.0,1.0,0.0,0.0
1042,2098.0,1990.0,22.0,3.0,585.0,6.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.6,10.0,63.0,37.0,0.31,0.15,0.46,0.31,0.46,0.11,0.14,0.24,0.11,0.24,1500000.0,4000000.0,0.0,0.0,1.0,0.0
1043,2102.0,1994.0,17.0,3.0,366.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.7,2.5,8.0,4.0,30.0,0.25,0.25,0.49,0.25,0.49,0.2,0.42,0.62,0.2,0.62,10000000.0,35000000.0,0.0,0.0,0.0,1.0
1044,2103.0,1996.0,7.0,1.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,1200000.0,3000000.0,0.0,0.0,1.0,0.0
1046,2106.0,1994.0,22.0,6.0,649.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,15.0,17.0,42.0,0.14,0.0,0.14,0.14,0.14,0.14,0.06,0.21,0.14,0.21,8000000.0,25000000.0,0.0,1.0,0.0,0.0
1047,2107.0,1992.0,22.0,2.0,343.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.4,2.1,1.0,8.0,12.0,0.26,0.26,0.52,0.26,0.52,0.18,0.36,0.54,0.18,0.54,1200000.0,2000000.0,0.0,0.0,1.0,0.0
1049,2109.0,2003.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,400000.0,400000.0,0.0,1.0,0.0,0.0
1050,2110.0,1995.0,15.0,14.0,1190.0,13.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.4,2.4,1.1,3.5,15.0,33.0,40.0,0.08,0.08,0.15,0.08,0.15,0.18,0.08,0.27,0.18,0.27,7500000.0,7500000.0,0.0,0.0,1.0,0.0
1051,2112.0,1998.0,32.0,21.0,1955.0,21.7,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,6.5,6.5,2.5,8.9,44.0,48.0,90.0,0.23,0.09,0.32,0.23,0.32,0.3,0.11,0.41,0.3,0.41,7000000.0,8000000.0,0.0,0.0,0.0,1.0
1053,2118.0,2003.0,5.0,0.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.28,0.17,0.28,500000.0,500000.0,0.0,0.0,1.0,0.0
1055,2124.0,1999.0,10.0,2.0,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.4,0.6,12.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21,1800000.0,5000000.0,0.0,0.0,0.0,1.0
1056,2125.0,1995.0,28.0,27.0,2388.0,26.5,8.0,3.0,11.0,8.0,0.0,0.0,8.0,0.0,5.3,5.0,2.1,7.1,53.0,112.0,84.0,0.3,0.11,0.41,0.3,0.41,0.2,0.08,0.28,0.19,0.27,30000000.0,50000000.0,0.0,0.0,0.0,1.0
1057,2126.0,1996.0,28.0,16.0,1461.0,16.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0,1.7,6.6,86.0,42.0,163.0,0.12,0.12,0.25,0.12,0.25,0.31,0.1,0.41,0.31,0.41,4000000.0,10000000.0,1.0,0.0,0.0,0.0
1058,2131.0,2004.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,0.0,0.0,1.0,0.0
1060,2135.0,2001.0,29.0,13.0,1338.0,14.9,3.0,1.0,4.0,3.0,0.0,1.0,5.0,0.0,4.0,3.3,1.7,5.0,57.0,29.0,92.0,0.2,0.07,0.27,0.2,0.27,0.27,0.12,0.39,0.22,0.34,9000000.0,10000000.0,0.0,1.0,0.0,0.0
1061,2138.0,1997.0,14.0,6.0,665.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.2,3.2,8.0,6.0,34.0,0.14,0.0,0.14,0.14,0.14,0.4,0.03,0.44,0.4,0.44,1500000.0,1500000.0,0.0,0.0,0.0,1.0
1062,2141.0,1990.0,27.0,18.0,1584.0,17.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.5,2.5,1.8,4.3,29.0,126.0,84.0,0.06,0.06,0.11,0.06,0.11,0.14,0.1,0.24,0.14,0.24,3000000.0,3000000.0,0.0,0.0,1.0,0.0
1063,2141.0,1990.0,27.0,18.0,1584.0,17.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.5,2.5,1.8,4.3,29.0,126.0,84.0,0.06,0.06,0.11,0.06,0.11,0.14,0.1,0.24,0.14,0.24,3000000.0,45000000.0,0.0,0.0,1.0,0.0
1064,2142.0,2001.0,32.0,28.0,2366.0,26.3,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,3.3,3.3,3.7,7.0,79.0,94.0,102.0,0.15,0.19,0.34,0.15,0.34,0.12,0.14,0.27,0.12,0.27,32000000.0,32000000.0,0.0,0.0,1.0,0.0
1065,2145.0,2001.0,14.0,5.0,530.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,13.0,26.0,15.0,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.27,0.21,0.27,1800000.0,1800000.0,0.0,0.0,1.0,0.0
1066,2147.0,1996.0,31.0,21.0,1813.0,20.1,7.0,6.0,13.0,7.0,0.0,0.0,8.0,0.0,8.5,8.5,7.9,16.5,90.0,96.0,308.0,0.35,0.3,0.65,0.35,0.65,0.42,0.39,0.82,0.42,0.82,50000000.0,50000000.0,0.0,1.0,0.0,0.0
1068,2151.0,2000.0,21.0,10.0,811.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.1,3.1,1.1,4.2,8.0,23.0,77.0,0.22,0.11,0.33,0.22,0.33,0.35,0.12,0.46,0.35,0.46,35000000.0,35000000.0,0.0,1.0,0.0,0.0
1069,2152.0,2000.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000000.0,35000000.0,0.0,0.0,1.0,0.0
1070,2153.0,1995.0,26.0,22.0,1594.0,17.7,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,4.7,4.7,3.1,7.8,48.0,69.0,179.0,0.28,0.11,0.4,0.28,0.4,0.26,0.18,0.44,0.26,0.44,2500000.0,2500000.0,0.0,0.0,1.0,0.0
1072,2162.0,1995.0,34.0,33.0,2661.0,29.6,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,1.9,1.9,2.7,4.6,28.0,97.0,97.0,0.1,0.1,0.2,0.1,0.2,0.06,0.09,0.16,0.06,0.16,15000000.0,15000000.0,1.0,0.0,0.0,0.0
1073,2166.0,1998.0,6.0,3.0,233.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.8,10.0,20.0,8.0,0.0,0.39,0.39,0.0,0.39,0.12,0.17,0.29,0.12,0.29,7000000.0,25000000.0,0.0,0.0,1.0,0.0
1074,2167.0,1998.0,14.0,1.0,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.6,20.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.21,0.23,0.44,0.21,0.44,7000000.0,25000000.0,0.0,0.0,1.0,0.0
1075,2168.0,2002.0,14.0,4.0,505.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.2,1.2,0.5,1.6,7.0,14.0,17.0,0.18,0.0,0.18,0.18,0.18,0.21,0.08,0.29,0.21,0.29,3000000.0,25000000.0,1.0,0.0,0.0,0.0
1076,2169.0,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650000.0,650000.0,1.0,0.0,0.0,0.0
1077,2173.0,1989.0,22.0,14.0,1268.0,14.1,6.0,4.0,10.0,5.0,1.0,1.0,4.0,0.0,4.6,3.8,2.2,6.0,30.0,37.0,73.0,0.43,0.28,0.71,0.35,0.64,0.33,0.15,0.48,0.27,0.42,9000000.0,50000000.0,1.0,0.0,0.0,0.0
1082,2181.0,2001.0,24.0,19.0,1733.0,19.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,1.6,2.6,36.0,91.0,25.0,0.05,0.05,0.1,0.05,0.1,0.05,0.08,0.13,0.05,0.13,15000000.0,15000000.0,0.0,1.0,0.0,0.0
1083,2182.0,1999.0,34.0,34.0,3060.0,34.0,3.0,1.0,4.0,3.0,0.0,1.0,5.0,0.0,2.1,1.3,3.2,4.5,82.0,215.0,37.0,0.09,0.03,0.12,0.09,0.12,0.06,0.09,0.16,0.04,0.13,80000000.0,80000000.0,0.0,0.0,1.0,0.0
1084,2184.0,1997.0,24.0,11.0,918.0,10.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,2.6,2.6,2.2,4.7,30.0,28.0,69.0,0.1,0.29,0.39,0.1,0.39,0.25,0.21,0.47,0.25,0.47,55000000.0,65000000.0,0.0,0.0,1.0,0.0
1085,2185.0,1997.0,27.0,19.0,1684.0,18.7,5.0,4.0,9.0,5.0,0.0,0.0,7.0,0.0,3.5,3.5,2.4,5.9,35.0,61.0,89.0,0.27,0.21,0.48,0.27,0.48,0.19,0.13,0.32,0.19,0.32,6000000.0,10000000.0,0.0,0.0,1.0,0.0
1086,2189.0,1988.0,30.0,26.0,2238.0,24.9,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.6,0.6,1.2,1.7,25.0,109.0,34.0,0.0,0.08,0.08,0.0,0.08,0.02,0.05,0.07,0.02,0.07,800000.0,9000000.0,0.0,0.0,1.0,0.0
1087,2191.0,1993.0,26.0,15.0,1320.0,14.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.5,3.5,1.9,5.4,28.0,47.0,104.0,0.27,0.07,0.34,0.27,0.34,0.24,0.13,0.37,0.24,0.37,3000000.0,5000000.0,0.0,0.0,1.0,0.0
1088,2192.0,2000.0,31.0,22.0,1942.0,21.6,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,3.8,3.8,3.2,7.1,103.0,82.0,148.0,0.19,0.14,0.32,0.19,0.32,0.18,0.15,0.33,0.18,0.33,10000000.0,10000000.0,0.0,1.0,0.0,0.0
1089,2193.0,1989.0,7.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,1800000.0,12000000.0,0.0,1.0,0.0,0.0
1090,2195.0,1997.0,32.0,30.0,2461.0,27.3,2.0,7.0,9.0,2.0,0.0,0.0,7.0,0.0,2.5,2.5,5.6,8.0,39.0,139.0,82.0,0.07,0.26,0.33,0.07,0.33,0.09,0.2,0.29,0.09,0.29,7000000.0,8000000.0,0.0,0.0,1.0,0.0
1092,2200.0,1996.0,31.0,29.0,2308.0,25.6,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,2.1,2.1,2.7,4.8,24.0,168.0,28.0,0.04,0.08,0.12,0.04,0.12,0.08,0.11,0.19,0.08,0.19,15000000.0,30000000.0,0.0,0.0,1.0,0.0
1093,2203.0,1990.0,25.0,17.0,1272.0,14.1,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,0.9,0.9,0.9,1.8,21.0,93.0,34.0,0.28,0.07,0.35,0.28,0.35,0.06,0.06,0.13,0.06,0.13,2500000.0,10000000.0,0.0,0.0,0.0,1.0
1095,2205.0,1996.0,33.0,32.0,2721.0,30.2,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,4.6,4.6,4.1,8.7,73.0,253.0,37.0,0.07,0.2,0.26,0.07,0.26,0.15,0.13,0.29,0.15,0.29,80000000.0,80000000.0,1.0,0.0,0.0,0.0
1096,2206.0,1991.0,28.0,20.0,1669.0,18.5,12.0,1.0,13.0,11.0,1.0,1.0,5.0,0.0,7.6,6.8,1.5,8.3,36.0,42.0,128.0,0.65,0.05,0.7,0.59,0.65,0.41,0.08,0.49,0.37,0.45,9000000.0,50000000.0,0.0,0.0,1.0,0.0
1097,2207.0,2000.0,25.0,18.0,1410.0,15.7,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,1.7,3.0,43.0,84.0,93.0,0.13,0.19,0.32,0.13,0.32,0.09,0.11,0.19,0.09,0.19,9000000.0,50000000.0,0.0,1.0,0.0,0.0
1098,2208.0,1987.0,14.0,2.0,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1,2.1,0.1,2.2,3.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.57,0.02,0.59,0.57,0.59,1000000.0,7500000.0,0.0,0.0,1.0,0.0
1100,2210.0,1988.0,31.0,22.0,1801.0,20.0,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,4.0,38.0,63.0,60.0,0.15,0.2,0.35,0.15,0.35,0.1,0.1,0.2,0.1,0.2,1200000.0,1500000.0,1.0,0.0,0.0,0.0
1101,2211.0,1994.0,29.0,28.0,2422.0,26.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.3,1.4,9.0,109.0,15.0,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,28000000.0,28000000.0,1.0,0.0,0.0,0.0
1103,2223.0,2001.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,800000.0,1.0,0.0,0.0,0.0
1104,2224.0,2004.0,6.0,1.0,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.9,4.0,4.0,21.0,0.6,0.0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55,1000000.0,1000000.0,0.0,0.0,1.0,0.0
