,Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,market_value_in_eur,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW
1105,2225.0,1991.0,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,12000000.0,1.0,0.0,0.0,0.0
1106,2226.0,1991.0,29.0,29.0,2594.0,28.8,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,1.7,1.7,0.7,2.4,14.0,113.0,15.0,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.08,0.06,0.08,5000000.0,12000000.0,1.0,0.0,0.0,0.0
1107,2227.0,1985.0,10.0,4.0,525.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,0.4,2.3,9.0,12.0,33.0,0.17,0.0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4,20000000.0,120000000.0,0.0,0.0,1.0,0.0
1108,2228.0,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,0.0,1.0,0.0,0.0
1109,2229.0,1989.0,7.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.66,0.13,0.79,0.66,0.79,2000000.0,17000000.0,1.0,0.0,0.0,0.0
1110,2230.0,1994.0,33.0,31.0,2762.0,30.7,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,2.5,4.0,52.0,216.0,64.0,0.03,0.07,0.1,0.03,0.1,0.05,0.08,0.13,0.05,0.13,18000000.0,20000000.0,1.0,0.0,0.0,0.0
1111,2231.0,1991.0,31.0,30.0,2604.0,28.9,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,1.1,1.1,1.4,2.6,16.0,147.0,18.0,0.1,0.03,0.14,0.1,0.14,0.04,0.05,0.09,0.04,0.09,12000000.0,24000000.0,1.0,0.0,0.0,0.0
1112,2234.0,1995.0,19.0,11.0,936.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,12.0,31.0,12.0,0.0,0.1,0.1,0.0,0.1,0.01,0.1,0.11,0.01,0.11,3500000.0,3500000.0,1.0,0.0,0.0,0.0
1113,2238.0,2001.0,21.0,18.0,1493.0,16.6,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,1.1,1.1,1.6,2.7,20.0,84.0,14.0,0.06,0.06,0.12,0.06,0.12,0.07,0.09,0.16,0.07,0.16,12000000.0,12000000.0,0.0,0.0,1.0,0.0
1114,2239.0,2001.0,3.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,12000000.0,12000000.0,0.0,0.0,1.0,0.0
1115,2244.0,1990.0,19.0,4.0,617.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.6,6.0,34.0,5.0,0.0,0.15,0.15,0.0,0.15,0.01,0.08,0.09,0.01,0.09,1500000.0,15000000.0,0.0,0.0,1.0,0.0
1118,2254.0,2002.0,10.0,1.0,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.19,0.11,0.19,22000000.0,22000000.0,0.0,0.0,1.0,0.0
1119,2255.0,2002.0,15.0,11.0,1009.0,11.2,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,2.3,5.4,32.0,25.0,75.0,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48,22000000.0,22000000.0,1.0,0.0,0.0,0.0
1120,2262.0,1996.0,18.0,12.0,1068.0,11.9,2.0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,3.0,1.4,1.4,2.8,7.0,49.0,54.0,0.17,0.0,0.17,0.08,0.08,0.26,0.12,0.38,0.11,0.23,3000000.0,4000000.0,0.0,1.0,0.0,0.0
1121,2263.0,1994.0,11.0,7.0,627.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.7,8.0,38.0,26.0,0.0,0.14,0.14,0.0,0.14,0.11,0.13,0.24,0.11,0.24,20000000.0,42000000.0,0.0,0.0,1.0,0.0
1122,2264.0,1994.0,15.0,7.0,628.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,20000000.0,42000000.0,0.0,0.0,1.0,0.0
1123,2266.0,1997.0,3.0,3.0,240.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.2,1.6,5.0,2.0,7.0,0.75,0.0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,18000000.0,18000000.0,0.0,0.0,0.0,1.0
1124,2269.0,1995.0,19.0,6.0,609.0,6.8,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.1,3.1,0.9,4.0,16.0,24.0,57.0,0.74,0.0,0.74,0.74,0.74,0.46,0.13,0.59,0.46,0.59,2500000.0,8000000.0,0.0,0.0,0.0,1.0
1125,2270.0,1997.0,21.0,11.0,1010.0,11.2,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,3.8,5.3,76.0,59.0,101.0,0.09,0.45,0.53,0.09,0.53,0.13,0.34,0.47,0.13,0.47,35000000.0,40000000.0,0.0,0.0,0.0,1.0
1127,2274.0,1996.0,25.0,18.0,1623.0,18.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,3.1,4.8,42.0,131.0,74.0,0.06,0.11,0.17,0.06,0.17,0.1,0.17,0.27,0.1,0.27,2000000.0,2000000.0,0.0,0.0,1.0,0.0
1128,2276.0,1991.0,6.0,1.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,500000.0,2500000.0,0.0,1.0,0.0,0.0
1129,2277.0,2001.0,11.0,1.0,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,11.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.09,0.17,0.26,0.09,0.26,3000000.0,3000000.0,1.0,0.0,0.0,0.0
1130,2279.0,2000.0,25.0,12.0,1249.0,13.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,1.5,4.5,35.0,21.0,94.0,0.22,0.07,0.29,0.22,0.29,0.22,0.11,0.33,0.22,0.33,1800000.0,1800000.0,0.0,1.0,0.0,0.0
1131,2281.0,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,1.0,0.0,0.0
